sample_id,split,condition,model,run,risk_tier,steps,rationale,pilot
S096,heldout,decomposed,gpt56sol,1,prohibited,"{""art3_1"": ""yes"", ""art5"": ""yes"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The system was deliberately used to generate deceptive synthetic audio and altered visuals impersonating Donald Trump to distort politically relevant decision-making, with likely significant reputational and democratic harm, and it also generates synthetic media subject to Article 50 transparency duties.",False
S097,heldout,decomposed,gpt56sol,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The inferential customer-support chatbot directly interacts with users but performs no prohibited practice, regulated product safety function, or Annex III high-risk task, while triggering Article 50 transparency obligations.",False
S098,heldout,decomposed,gpt56sol,1,prohibited,"{""art3_1"": ""yes"", ""art5"": ""yes"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The system generated a deliberately deceptive audiovisual impersonation intended to manipulate viewers into accepting an unsupported hypertension treatment, creating a likelihood of significant health harm, and it also falls within Article 50's synthetic-content transparency scope.",False
S099,heldout,decomposed,gpt56sol,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","Claude inferred and generated text, but its use by defense counsel to produce citations was neither an Annex I safety function nor assistance to a judicial authority under Annex III, while its synthetic-text generation triggers Article 50 transparency obligations.",False
S100,dev,decomposed,gpt56sol,1,minimal,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""no""}","The system infers property-condition risks from aerial imagery to support homeowners’ property-insurance nonrenewal decisions, a use not covered by Annex I or Annex III, whose insurance category is limited to life and health insurance.",False
S101,heldout,decomposed,gpt56sol,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The image-generation system inferred synthetic visual content but, despite its deceptive misuse, the record does not show it was designed or configured to employ a prohibited manipulative technique or perform an Annex I or Annex III function, while its generation of a deepfake triggers Article 50 transparency duties.",False
S102,heldout,decomposed,gpt56sol,1,prohibited,"{""art3_1"": ""yes"", ""art5"": ""yes"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The system generated a deliberately deceptive deepfake impersonating Grigor Dimitrov to impair viewers’ informed investment decisions for a fraudulent scheme likely to cause significant financial harm, triggering Article 5(1)(a), while also generating synthetic audiovisual content subject to Article 50.",False
S103,heldout,decomposed,gpt56sol,1,prohibited,"{""art3_1"": ""yes"", ""art5"": ""yes"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The system purposefully generated deceptive executive deepfakes to impair the target’s informed decision-making and induce malware installation likely to cause significant harm, while also generating synthetic audiovisual content subject to Article 50 transparency duties.",False
S104,heldout,decomposed,gpt56sol,1,prohibited,"{""art3_1"": ""yes"", ""art5"": ""yes"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The AI generated deliberately deceptive audiovisual impersonations configured to impair informed decisions and induce fraudulent purchases, triggering Article 5(1)(a), while also generating synthetic content subject to Article 50 transparency duties.",False
S105,heldout,decomposed,gpt56sol,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","Google Veo 3 is a general-purpose synthetic-video generator subject to Article 50 transparency duties, and its reported political misuse does not make it an Annex III election-influence system.",False
S106,heldout,decomposed,gpt56sol,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The general-purpose language model generates text for peer review, is not shown to have been configured to manipulate reviewers, and academic manuscript review is outside Annex III, but its direct interaction and synthetic-text generation trigger Article 50 transparency duties.",False
S107,heldout,decomposed,gpt56sol,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","ChatGPT inferred and generated legal-research text for a litigant’s lawyers, not for a judicial authority, so no high-risk category applies, but its direct interaction and synthetic-text generation trigger Article 50 transparency duties.",False
S108,heldout,decomposed,gpt56sol,1,prohibited,"{""art3_1"": ""yes"", ""art5"": ""yes"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The deepfake system was purposefully deployed to deceptively impersonate Donald Trump and materially impair viewers’ informed financial decisions by inducing cryptocurrency transfers, triggering Article 5(1)(a), while also generating synthetic audiovisual content subject to Article 50 transparency duties.",False
S109,dev,decomposed,gpt56sol,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The face-swap system generates synthetic biometric imagery, but its criminal misuse to defeat account security is not an Annex III use or prohibited biometric practice, so only Article 50 transparency obligations apply.",False
S110,heldout,decomposed,gpt56sol,1,high,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""yes"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","Med-Gemini infers and generates medical diagnostic content, making it medical-device software that would normally require third-party conformity assessment, while its generation of synthetic text also triggers Article 50 transparency duties.",False
S111,dev,decomposed,gpt56sol,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The platforms are generative conversational AI systems that directly interact with users and generate synthetic text, while their general-purpose chat and sharing functions fall within neither an Article 5 prohibition nor an Annex I or Annex III high-risk category.",False
S112,dev,decomposed,gpt56sol,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The AI coding agents infer and generate code or textual outputs, but their malicious use for data exfiltration is not an Annex III use or prohibited practice, while their intended direct interaction with users and generation of synthetic text triggers Article 50 transparency duties.",False
S113,heldout,decomposed,gpt56sol,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The integrated LLM infers and generates executable reconnaissance and exfiltration commands, but criminal cyber-espionage is outside Annex III and no prohibited practice is established, while its synthetic text generation triggers Article 50 transparency classification.",False
S114,heldout,decomposed,gpt56sol,1,prohibited,"{""art3_1"": ""yes"", ""art5"": ""yes"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The deployed deepfake system purposefully impersonated public figures to deceive users into engaging with fraudulent rebate schemes, constituting a prohibited manipulative or deceptive practice, while also generating synthetic media subject to Article 50 transparency duties.",False
S115,heldout,decomposed,gpt56sol,1,prohibited,"{""art3_1"": ""yes"", ""art5"": ""yes"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The system was deliberately deployed to generate deceptive deepfake videos impersonating stock experts in order to impair investors’ informed financial decisions and cause or risk significant financial harm, triggering Article 5(1)(a), while also generating synthetic media subject to Article 50 transparency duties.",False
S116,dev,decomposed,gpt56sol,1,prohibited,"{""art3_1"": ""yes"", ""art5"": ""yes"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The system was configured to generate deceptive deepfake impersonations that materially impaired consumers’ informed decision-making and caused or was likely to cause significant financial harm, while also generating synthetic audiovisual content subject to Article 50 transparency duties.",False
S117,dev,decomposed,gpt56sol,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The external AI tool inferred and generated journalistic text, falls under no prohibited practice or high-risk category, but is subject to Article 50 transparency obligations for synthetic text generation.",False
S118,heldout,decomposed,gpt56sol,1,prohibited,"{""art3_1"": ""yes"", ""art5"": ""yes"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The generative AI was deliberately deployed to create convincing deceptive government impersonations that impaired victims’ informed decision-making and risked significant harm through credential theft, while also generating synthetic text subject to Article 50.",False
S119,heldout,decomposed,gpt56sol,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","These general-purpose chatbots infer and generate financial-guidance text for direct interaction with users, but they do not determine creditworthiness, insurance risk or eligibility for essential services, and ordinary inaccurate outputs do not establish a prohibited manipulative practice.",False
