model,sample_id,step,reference,prediction,missing,match,final_match
gemma27b,S020,annex_iii,none,none,False,True,True
gemma27b,S020,derogation,not_applicable,not_applicable,False,True,True
gemma27b,S020,profiling,not_applicable,not_applicable,False,True,True
gemma27b,S020,art50,no,no,False,True,True
gemma27b,S021,art5,no,no,False,True,True
gemma27b,S021,annex_i,no,unclear,False,False,True
gemma27b,S021,annex_iii,migration,migration,False,True,True
gemma27b,S021,derogation,does_not_apply,does_not_apply,False,True,True
gemma27b,S021,profiling,yes,yes,False,True,True
gemma27b,S021,art50,no,no,False,True,True
gemma27b,S022,art5,no,no,False,True,True
gemma27b,S022,annex_i,no,unclear,False,False,True
gemma27b,S022,annex_iii,biometrics,law_enforcement,False,False,True
gemma27b,S022,derogation,does_not_apply,not_applicable,False,False,True
gemma27b,S022,profiling,no,yes,False,False,True
gemma27b,S022,art50,no,yes,False,False,True
gemma27b,S023,art5,no,no,False,True,True
gemma27b,S023,annex_i,no,no,False,True,True
gemma27b,S023,annex_iii,biometrics,education,False,False,True
gemma27b,S023,derogation,does_not_apply,not_applicable,False,False,True
gemma27b,S023,profiling,no,yes,False,False,True
gemma27b,S023,art50,no,yes,False,False,True
gemma27b,S024,art5,no,no,False,True,False
gemma27b,S024,annex_i,no,no,False,True,False
gemma27b,S024,annex_iii,none,education,False,False,False
gemma27b,S024,derogation,not_applicable,does_not_apply,False,False,False
gemma27b,S024,profiling,not_applicable,yes,False,False,False
gemma27b,S024,art50,no,no,False,True,False
gemma27b,S025,art5,yes,no,False,False,False
gemma27b,S025,annex_i,no,unclear,False,False,False
gemma27b,S025,annex_iii,biometrics,law_enforcement,False,False,False
gemma27b,S025,derogation,not_applicable,not_applicable,False,True,False
gemma27b,S025,profiling,not_applicable,yes,False,False,False
gemma27b,S025,art50,no,no,False,True,False
gemma27b,S027,art5,no,no,False,True,True
gemma27b,S027,annex_i,no,unclear,False,False,True
gemma27b,S027,annex_iii,migration,migration,False,True,True
gemma27b,S027,derogation,does_not_apply,not_applicable,False,False,True
gemma27b,S027,profiling,yes,yes,False,True,True
gemma27b,S027,art50,no,no,False,True,True
gemma27b,S029,art5,no,no,False,True,False
gemma27b,S029,annex_i,no,unclear,False,False,False
gemma27b,S029,annex_iii,none,none,False,True,False
gemma27b,S029,derogation,not_applicable,not_applicable,False,True,False
gemma27b,S029,profiling,not_applicable,no,False,False,False
gemma27b,S029,art50,yes,no,False,False,False
gemma27b,S030,art5,no,no,False,True,True
gemma27b,S030,annex_i,yes,yes,False,True,True
gemma27b,S030,annex_iii,none,none,False,True,True
gemma27b,S030,derogation,not_applicable,not_applicable,False,True,True
gemma27b,S030,profiling,not_applicable,not_applicable,False,True,True
gemma27b,S030,art50,no,no,False,True,True
gemma27b,S031,art5,no,no,False,True,True
gemma27b,S031,annex_i,no,unclear,False,False,True
gemma27b,S031,annex_iii,biometrics,biometrics,False,True,True
gemma27b,S031,derogation,does_not_apply,not_applicable,False,False,True
gemma27b,S031,profiling,yes,yes,False,True,True
gemma27b,S031,art50,yes,yes,False,True,True
gemma27b,S032,art5,unclear,no,False,False,True
gemma27b,S032,annex_i,no,unclear,False,False,True
gemma27b,S032,annex_iii,biometrics,law_enforcement,False,False,True
gemma27b,S032,derogation,does_not_apply,not_applicable,False,False,True
gemma27b,S032,profiling,no,yes,False,False,True
gemma27b,S032,art50,no,no,False,True,True
gemma27b,S033,art5,no,no,False,True,True
gemma27b,S033,annex_i,no,unclear,False,False,True
gemma27b,S033,annex_iii,biometrics,law_enforcement,False,False,True
gemma27b,S033,derogation,does_not_apply,not_applicable,False,False,True
gemma27b,S033,profiling,no,yes,False,False,True
gemma27b,S033,art50,no,yes,False,False,True
gemma27b,S034,art5,no,no,False,True,True
gemma27b,S034,annex_i,no,no,False,True,True
gemma27b,S034,annex_iii,employment,employment,False,True,True
gemma27b,S034,derogation,does_not_apply,does_not_apply,False,True,True
gemma27b,S034,profiling,yes,yes,False,True,True
gemma27b,S034,art50,no,no,False,True,True
gemma27b,S035,art5,no,unclear,False,False,True
gemma27b,S035,annex_i,no,no,False,True,True
gemma27b,S035,annex_iii,none,none,False,True,True
gemma27b,S035,derogation,not_applicable,not_applicable,False,True,True
gemma27b,S035,profiling,not_applicable,yes,False,False,True
gemma27b,S035,art50,yes,yes,False,True,True
gemma27b,S036,art5,no,no,False,True,True
gemma27b,S036,annex_i,no,unclear,False,False,True
gemma27b,S036,annex_iii,education,education,False,True,True
gemma27b,S036,derogation,does_not_apply,not_applicable,False,False,True
gemma27b,S036,profiling,yes,yes,False,True,True
gemma27b,S036,art50,no,no,False,True,True
gemma27b,S037,art5,no,no,False,True,True
gemma27b,S037,annex_i,yes,yes,False,True,True
gemma27b,S037,annex_iii,none,none,False,True,True
gemma27b,S037,derogation,not_applicable,not_applicable,False,True,True
gemma27b,S037,profiling,not_applicable,not_applicable,False,True,True
gemma27b,S037,art50,no,no,False,True,True
gemma27b,S038,art5,no,no,False,True,False
gemma27b,S038,annex_i,no,unclear,False,False,False
gemma27b,S038,annex_iii,none,biometrics,False,False,False
gemma27b,S038,derogation,not_applicable,not_applicable,False,True,False
gemma27b,S038,profiling,not_applicable,yes,False,False,False
gemma27b,S038,art50,no,yes,False,False,False
gemma27b,S039,art5,no,no,False,True,True
gemma27b,S039,annex_i,no,unclear,False,False,True
gemma27b,S039,annex_iii,migration,biometrics,False,False,True
gemma27b,S039,derogation,does_not_apply,not_applicable,False,False,True
gemma27b,S039,profiling,yes,yes,False,True,True
gemma27b,S039,art50,no,yes,False,False,True
gemma27b,S040,art5,no,no,False,True,False
gemma27b,S040,annex_i,no,unclear,False,False,False
gemma27b,S040,annex_iii,none,essential_services,False,False,False
gemma27b,S040,derogation,not_applicable,not_applicable,False,True,False
gemma27b,S040,profiling,not_applicable,no,False,False,False
gemma27b,S040,art50,no,no,False,True,False
gemma27b,S042,art5,no,no,False,True,True
gemma27b,S042,annex_i,yes,yes,False,True,True
gemma27b,S042,annex_iii,none,none,False,True,True
gemma27b,S042,derogation,not_applicable,not_applicable,False,True,True
gemma27b,S042,profiling,not_applicable,not_applicable,False,True,True
gemma27b,S042,art50,no,no,False,True,True
gemma27b,S043,art5,no,no,False,True,True
gemma27b,S043,annex_i,no,unclear,False,False,True
gemma27b,S043,annex_iii,migration,migration,False,True,True
gemma27b,S043,derogation,does_not_apply,not_applicable,False,False,True
gemma27b,S043,profiling,no,yes,False,False,True
gemma27b,S043,art50,no,yes,False,False,True
gemma27b,S044,art5,no,no,False,True,True
gemma27b,S044,annex_i,no,no,False,True,True
gemma27b,S044,annex_iii,none,none,False,True,True
gemma27b,S044,derogation,not_applicable,not_applicable,False,True,True
gemma27b,S044,profiling,not_applicable,not_applicable,False,True,True
gemma27b,S044,art50,yes,yes,False,True,True
gemma27b,S045,art5,no,no,False,True,True
gemma27b,S045,annex_i,no,no,False,True,True
gemma27b,S045,annex_iii,none,none,False,True,True
gemma27b,S045,derogation,not_applicable,not_applicable,False,True,True
gemma27b,S045,profiling,not_applicable,not_applicable,False,True,True
gemma27b,S045,art50,yes,yes,False,True,True
gemma27b,S046,art5,no,no,False,True,True
gemma27b,S046,annex_i,no,no,False,True,True
gemma27b,S046,annex_iii,essential_services,essential_services,False,True,True
gemma27b,S046,derogation,does_not_apply,does_not_apply,False,True,True
gemma27b,S046,profiling,not_applicable,yes,False,False,True
gemma27b,S046,art50,no,no,False,True,True
gemma27b,S047,art5,no,no,False,True,True
gemma27b,S047,annex_i,no,unclear,False,False,True
gemma27b,S047,annex_iii,biometrics,law_enforcement,False,False,True
gemma27b,S047,derogation,does_not_apply,not_applicable,False,False,True
gemma27b,S047,profiling,no,yes,False,False,True
gemma27b,S047,art50,no,yes,False,False,True
gemma27b,S048,art5,no,no,False,True,True
gemma27b,S048,annex_i,no,no,False,True,True
gemma27b,S048,annex_iii,none,none,False,True,True
gemma27b,S048,derogation,not_applicable,not_applicable,False,True,True
gemma27b,S048,profiling,not_applicable,not_applicable,False,True,True
gemma27b,S048,art50,yes,yes,False,True,True
gemma27b,S049,art5,no,no,False,True,True
gemma27b,S049,annex_i,no,unclear,False,False,True
gemma27b,S049,annex_iii,migration,migration,False,True,True
gemma27b,S049,derogation,does_not_apply,not_applicable,False,False,True
gemma27b,S049,profiling,no,yes,False,False,True
gemma27b,S049,art50,yes,no,False,False,True
gemma27b,S050,art5,no,no,False,True,True
gemma27b,S050,annex_i,yes,yes,False,True,True
gemma27b,S050,annex_iii,none,none,False,True,True
gemma27b,S050,derogation,not_applicable,not_applicable,False,True,True
gemma27b,S050,profiling,not_applicable,not_applicable,False,True,True
gemma27b,S050,art50,no,no,False,True,True
gemma27b,S051,art5,no,no,False,True,True
gemma27b,S051,annex_i,no,no,False,True,True
gemma27b,S051,annex_iii,essential_services,essential_services,False,True,True
gemma27b,S051,derogation,does_not_apply,does_not_apply,False,True,True
gemma27b,S051,profiling,yes,yes,False,True,True
gemma27b,S051,art50,no,no,False,True,True
gemma27b,S052,art5,no,no,False,True,True
gemma27b,S052,annex_i,yes,yes,False,True,True
gemma27b,S052,annex_iii,none,none,False,True,True
gemma27b,S052,derogation,not_applicable,not_applicable,False,True,True
gemma27b,S052,profiling,not_applicable,not_applicable,False,True,True
gemma27b,S052,art50,no,no,False,True,True
gemma27b,S053,art5,unclear,no,False,False,True
gemma27b,S053,annex_i,no,no,False,True,True
gemma27b,S053,annex_iii,none,none,False,True,True
gemma27b,S053,derogation,not_applicable,not_applicable,False,True,True
gemma27b,S053,profiling,not_applicable,not_applicable,False,True,True
gemma27b,S053,art50,yes,yes,False,True,True
gemma27b,S054,art5,no,no,False,True,True
gemma27b,S054,annex_i,no,no,False,True,True
gemma27b,S054,annex_iii,employment,employment,False,True,True
gemma27b,S054,derogation,does_not_apply,does_not_apply,False,True,True
gemma27b,S054,profiling,yes,yes,False,True,True
gemma27b,S054,art50,no,no,False,True,True
gemma27b,S055,art5,no,no,False,True,True
gemma27b,S055,annex_i,no,no,False,True,True
gemma27b,S055,annex_iii,none,none,False,True,True
gemma27b,S055,derogation,not_applicable,not_applicable,False,True,True
gemma27b,S055,profiling,not_applicable,not_applicable,False,True,True
gemma27b,S055,art50,no,no,False,True,True
gemma27b,S056,art5,unclear,unclear,False,True,True
gemma27b,S056,annex_i,no,no,False,True,True
gemma27b,S056,annex_iii,none,none,False,True,True
gemma27b,S056,derogation,not_applicable,not_applicable,False,True,True
gemma27b,S056,profiling,not_applicable,no,False,False,True
gemma27b,S056,art50,yes,yes,False,True,True
gemma27b,S057,art5,no,no,False,True,True
gemma27b,S057,annex_i,no,no,False,True,True
gemma27b,S057,annex_iii,none,none,False,True,True
gemma27b,S057,derogation,not_applicable,not_applicable,False,True,True
gemma27b,S057,profiling,not_applicable,no,False,False,True
gemma27b,S057,art50,yes,yes,False,True,True
gemma27b,S058,art5,no,no,False,True,False
gemma27b,S058,annex_i,no,yes,False,False,False
gemma27b,S058,annex_iii,none,none,False,True,False
gemma27b,S058,derogation,not_applicable,not_applicable,False,True,False
gemma27b,S058,profiling,not_applicable,not_applicable,False,True,False
gemma27b,S058,art50,no,no,False,True,False
gemma27b,S060,art5,no,no,False,True,True
gemma27b,S060,annex_i,no,unclear,False,False,True
gemma27b,S060,annex_iii,biometrics,biometrics,False,True,True
gemma27b,S060,derogation,does_not_apply,not_applicable,False,False,True
gemma27b,S060,profiling,yes,yes,False,True,True
gemma27b,S060,art50,no,yes,False,False,True
gemma27b,S061,art5,no,no,False,True,True
gemma27b,S061,annex_i,no,unclear,False,False,True
gemma27b,S061,annex_iii,biometrics,law_enforcement,False,False,True
gemma27b,S061,derogation,does_not_apply,not_applicable,False,False,True
gemma27b,S061,profiling,yes,yes,False,True,True
gemma27b,S061,art50,no,yes,False,False,True
gemma27b,S062,art5,no,no,False,True,True
gemma27b,S062,annex_i,yes,yes,False,True,True
gemma27b,S062,annex_iii,none,none,False,True,True
gemma27b,S062,derogation,not_applicable,not_applicable,False,True,True
gemma27b,S062,profiling,not_applicable,not_applicable,False,True,True
gemma27b,S062,art50,no,no,False,True,True
gemma27b,S063,art5,no,no,False,True,True
gemma27b,S063,annex_i,no,no,False,True,True
gemma27b,S063,annex_iii,none,none,False,True,True
gemma27b,S063,derogation,not_applicable,not_applicable,False,True,True
gemma27b,S063,profiling,not_applicable,not_applicable,False,True,True
gemma27b,S063,art50,yes,yes,False,True,True
gemma27b,S064,art5,no,no,False,True,True
gemma27b,S064,annex_i,no,no,False,True,True
gemma27b,S064,annex_iii,none,none,False,True,True
gemma27b,S064,derogation,not_applicable,not_applicable,False,True,True
gemma27b,S064,profiling,not_applicable,not_applicable,False,True,True
gemma27b,S064,art50,yes,yes,False,True,True
gemma27b,S065,art5,no,no,False,True,False
gemma27b,S065,annex_i,no,no,False,True,False
gemma27b,S065,annex_iii,none,justice_democracy,False,False,False
gemma27b,S065,derogation,not_applicable,not_applicable,False,True,False
gemma27b,S065,profiling,not_applicable,no,False,False,False
gemma27b,S065,art50,yes,yes,False,True,False
gemma27b,S066,art5,no,no,False,True,True
gemma27b,S066,annex_i,no,no,False,True,True
gemma27b,S066,annex_iii,justice_democracy,justice_democracy,False,True,True
gemma27b,S066,derogation,does_not_apply,not_applicable,False,False,True
gemma27b,S066,profiling,no,no,False,True,True
gemma27b,S066,art50,yes,yes,False,True,True
gemma27b,S068,art5,no,unclear,False,False,False
gemma27b,S068,annex_i,no,no,False,True,False
gemma27b,S068,annex_iii,none,justice_democracy,False,False,False
gemma27b,S068,derogation,not_applicable,not_applicable,False,True,False
gemma27b,S068,profiling,not_applicable,no,False,False,False
gemma27b,S068,art50,yes,yes,False,True,False
gemma27b,S069,art5,yes,unclear,False,False,False
gemma27b,S069,annex_i,no,no,False,True,False
gemma27b,S069,annex_iii,none,justice_democracy,False,False,False
gemma27b,S069,derogation,not_applicable,does_not_apply,False,False,False
gemma27b,S069,profiling,not_applicable,no,False,False,False
gemma27b,S069,art50,yes,yes,False,True,False
gemma27b,S070,art5,no,no,False,True,True
gemma27b,S070,annex_i,yes,yes,False,True,True
gemma27b,S070,annex_iii,none,none,False,True,True
gemma27b,S070,derogation,not_applicable,not_applicable,False,True,True
gemma27b,S070,profiling,not_applicable,not_applicable,False,True,True
gemma27b,S070,art50,no,no,False,True,True
gemma27b,S071,art5,no,no,False,True,True
gemma27b,S071,annex_i,yes,yes,False,True,True
gemma27b,S071,annex_iii,none,none,False,True,True
gemma27b,S071,derogation,not_applicable,not_applicable,False,True,True
gemma27b,S071,profiling,not_applicable,no,False,False,True
gemma27b,S071,art50,no,no,False,True,True
gemma27b,S072,art5,unclear,no,False,False,False
gemma27b,S072,annex_i,unclear,unclear,False,True,False
gemma27b,S072,annex_iii,unclear,law_enforcement,False,False,False
gemma27b,S072,derogation,unclear,not_applicable,False,False,False
gemma27b,S072,profiling,unclear,yes,False,False,False
gemma27b,S072,art50,unclear,no,False,False,False
gemma27b,S073,art5,no,no,False,True,True
gemma27b,S073,annex_i,no,no,False,True,True
gemma27b,S073,annex_iii,essential_services,essential_services,False,True,True
gemma27b,S073,derogation,does_not_apply,does_not_apply,False,True,True
gemma27b,S073,profiling,yes,yes,False,True,True
gemma27b,S073,art50,no,no,False,True,True
